vehicle_number,driver_name,vehicle_manufacturer,leader_lap,lap_count,pit_in_flag_status,pit_out_flag_status,pit_in_race_time,pit_out_race_time,total_duration,box_stop_race_time,box_leave_race_time,pit_stop_duration,in_travel_duration,out_travel_duration,pit_stop_type,left_front_tire_changed,left_rear_tire_changed,right_front_tire_changed,right_rear_tire_changed,previous_lap_time,next_lap_time,pit_in_rank,pit_out_rank,positions_gained_lost,race_id
43,Daniel Dye,Chevrolet,58,58,2,2,5508.775,5537.712,28.937,5520.5479,5526.6205,6.0725,11.7729,11.0914,OTHER,False,False,False,False,0,0,9,13,-4,5462
15,Tanner Gray,Toyota,6,5,2,2,380.002,542.968,162.9659,414.2735,539.8012,125.5276,34.2715,3.1667,FOUR_WHEEL_CHANGE,True,True,True,True,0,0,34,33,1,5462
15,Tanner Gray,Toyota,9,7,2,2,689.426,803.357,113.9309,711.241,800.1902,88.9491,21.815,3.1667,OTHER,False,False,False,False,0,0,32,32,0,5462
15,Tanner Gray,Toyota,23,22,2,2,2024.806,2138.217,113.411,2045.0958,2134.7843,89.6884,20.2898,3.4326,OTHER,False,False,False,False,0,0,27,30,-3,5462
15,Tanner Gray,Toyota,32,32,2,2,2833.582,2877.372,43.7899,2853.6549,2874.3085,20.6536,20.0729,3.0634,FOUR_WHEEL_CHANGE,True,True,True,True,0,0,21,26,-5,5462
15,Tanner Gray,Toyota,40,40,2,2,3960.596,3988.542,27.9459,3981.0425,3985.0797,4.0372,20.4465,3.4622,OTHER,False,False,False,False,0,0,18,8,10,5462
15,Tanner Gray,Toyota,58,58,2,2,5509.986,5538.533,28.547,5529.59,5535.0287,5.4387,19.604,3.5042,OTHER,False,False,False,False,0,0,13,15,-2,5462
15,Tanner Gray,Toyota,74,73,2,2,6506.183,6594.488,88.305,6531.0427,6591.3212,60.2784,24.8597,3.1667,FOUR_WHEEL_CHANGE,True,True,True,True,0,0,27,27,0,5462
41,Bayley Currey,Chevrolet,22,22,2,2,2008.194,2036.702,28.508,2025.8754,2031.4141,5.5387,17.6814,5.2878,OTHER,False,False,False,False,0,0,4,17,-13,5462
41,Bayley Currey,Chevrolet,32,32,2,2,2832.657,2882.017,49.3599,2851.0524,2876.7109,25.6585,18.3954,5.306,FOUR_WHEEL_CHANGE,True,True,True,True,0,0,18,28,-10,5462
41,Bayley Currey,Chevrolet,35,34,2,2,3103.594,3132.363,28.7689,3122.763,3127.1675,4.4045,19.169,5.1954,OTHER,False,False,False,False,0,0,26,27,-1,5462
41,Bayley Currey,Chevrolet,57,56,2,2,5324.7969,5482.599,157.802,5346.5365,5477.2056,130.669,21.7395,5.3933,FOUR_WHEEL_CHANGE,True,True,True,True,0,0,24,30,-6,5462
41,Bayley Currey,Chevrolet,75,73,2,2,6606.57,6704.392,97.822,6626.8417,6698.9716,72.1298,20.2717,5.4203,OTHER,False,False,False,False,0,0,28,29,-1,5462
41,Bayley Currey,Chevrolet,82,81,2,2,7297.394,7355.189,57.795,7315.3107,7349.7116,34.4008,17.9167,5.4773,FOUR_WHEEL_CHANGE,True,True,True,True,0,0,25,25,0,5462
88,Matt Crafton,Ford,8,8,2,2,675.332,767.2089,91.8769,685.6827,754.0498,68.3671,10.3507,13.1591,TWO_WHEEL_CHANGE_LEFT,True,True,False,False,0,0,11,26,-15,5462
88,Matt Crafton,Ford,40,40,2,2,3955.492,3995.075,39.5829,3964.8599,3981.9767,17.1167,9.3679,13.0982,FOUR_WHEEL_CHANGE,True,True,True,True,0,0,3,13,-10,5462
88,Matt Crafton,Ford,58,58,2,2,5509.566,5537.619,28.0529,5519.0798,5524.9856,5.9057,9.5138,12.6333,OTHER,False,False,False,False,0,0,12,12,0,5462
17,Taylor Gray,Toyota,22,22,2,2,2008.962,2036.54,27.5779,2023.0393,2027.0766,4.0373,14.0773,9.4633,OTHER,False,False,False,False,0,0,5,16,-11,5462
17,Taylor Gray,Toyota,35,34,2,2,3096.198,3138.875,42.677,3109.9836,3129.2696,19.2859,13.7856,9.6053,FOUR_WHEEL_CHANGE,True,True,True,True,0,0,16,28,-12,5462
17,Taylor Gray,Toyota,41,40,2,2,3966.178,3994.311,28.133,3982.3114,3984.5802,2.2688,16.1334,9.7307,OTHER,False,False,False,False,0,0,26,11,15,5462
17,Taylor Gray,Toyota,58,58,2,2,5506.898,5536.128,29.2299,5520.5145,5526.4537,5.9391,13.6165,9.6742,OTHER,False,False,False,False,0,0,4,11,-7,5462
1,Toni Breidinger,Toyota,8,8,2,2,674.697,714.784,40.0869,686.8505,698.8625,12.0119,12.1535,15.9214,OTHER,False,False,False,False,0,0,10,19,-9,5462
1,Toni Breidinger,Toyota,32,32,2,2,2830.253,2878.085,47.8319,2843.4451,2865.3664,21.9213,13.1921,12.7185,FOUR_WHEEL_CHANGE,True,True,True,True,0,0,10,27,-17,5462
1,Toni Breidinger,Toyota,35,34,2,2,3103.136,3148.135,44.999,3116.2564,3134.842,18.5855,13.1204,13.2929,OTHER,False,False,False,False,0,0,25,30,-5,5462
1,Toni Breidinger,Toyota,41,40,2,2,3964.36,3999.93,35.5699,3978.3065,3987.7825,9.4759,13.9465,12.1474,OTHER,False,False,False,False,0,0,23,20,3,5462
1,Toni Breidinger,Toyota,58,58,2,2,5511.097,5541.723,30.626,5523.3173,5529.5233,6.206,12.2203,12.1996,OTHER,False,False,False,False,0,0,16,18,-2,5462
1,Toni Breidinger,Toyota,81,80,2,2,7181.485,7266.984,85.499,7195.623,7254.2377,58.6146,14.138,12.7462,TWO_WHEEL_CHANGE_RIGHT,False,True,False,True,0,0,23,26,-3,5462
1,Toni Breidinger,Toyota,86,85,2,2,7663.709,7826.1,162.391,7679.7465,7813.6837,133.9372,16.0375,12.4162,FOUR_WHEEL_CHANGE,True,True,True,True,0,0,25,26,-1,5462
1,Toni Breidinger,Toyota,88,86,2,2,7889.208,7980.837,91.629,7901.8074,7968.8067,66.9993,12.5994,12.0302,TWO_WHEEL_CHANGE_RIGHT,False,False,True,False,0,0,26,27,-1,5462
1,Toni Breidinger,Toyota,93,91,1,1,8346.988,8442.593,95.605,8359.4068,8430.8817,71.4748,12.4188,11.7112,ONE_WHEEL_CHANGE,False,False,True,False,0,0,27,28,-1,5462
1,Toni Breidinger,Toyota,96,93,2,2,8668.723,8758.795,90.072,8681.4316,8746.6247,65.1931,12.7086,12.1702,OTHER,False,False,False,False,0,0,26,27,-1,5462
97,Codie Rohrbaugh,Chevrolet,17,16,2,2,1385.941,1475.464,89.5229,1398.1387,1460.0329,61.8942,12.1977,15.431,FOUR_WHEEL_CHANGE,True,True,True,True,0,0,25,29,-4,5462
97,Codie Rohrbaugh,Chevrolet,23,22,2,2,2021.123,2054.812,33.6889,2033.2837,2041.5584,8.2747,12.1607,13.2535,OTHER,False,False,False,False,0,0,24,24,0,5462
97,Codie Rohrbaugh,Chevrolet,41,40,2,2,3965.774,4015.533,49.759,3979.1073,4002.2632,23.1559,13.3333,13.2697,FOUR_WHEEL_CHANGE,True,True,True,True,0,0,25,27,-2,5462
97,Codie Rohrbaugh,Chevrolet,59,59,2,2,5654.966,5690.905,35.9389,5669.2665,5677.6759,8.4094,14.3005,13.229,OTHER,False,False,False,False,0,0,11,24,-13,5462
97,Codie Rohrbaugh,Chevrolet,75,74,2,2,6607.418,6649.191,41.773,6621.2029,6635.8507,14.6478,13.7849,13.3402,OTHER,False,False,False,False,0,0,25,25,0,5462
5,Dean Thompson,Toyota,22,22,2,2,2010.172,2039.719,29.547,2026.9431,2033.3494,6.4062,16.7711,6.3695,OTHER,False,False,False,False,0,0,10,20,-10,5462
5,Dean Thompson,Toyota,32,32,2,2,2833.225,2866.533,33.3079,2850.8522,2859.861,9.0088,17.6272,6.6719,TWO_WHEEL_CHANGE_RIGHT,False,False,True,True,0,0,19,23,-4,5462
5,Dean Thompson,Toyota,40,40,2,2,3960.928,3994.871,33.943,3979.2408,3988.0878,8.847,18.3128,6.7831,FOUR_WHEEL_CHANGE,True,True,True,True,0,0,19,12,7,5462
5,Dean Thompson,Toyota,58,58,2,2,5510.712,5539.064,28.3519,5527.8884,5532.8933,5.0048,17.1764,6.1706,OTHER,False,False,False,False,0,0,15,16,-1,5462
5,Dean Thompson,Toyota,78,78,2,2,6963.934,7021.411,57.4769,6980.6354,7012.9002,32.2648,16.7014,8.5107,OTHER,False,False,False,False,0,0,16,25,-9,5462
