race_id,stage_number,driver_fullname,driver_id,car_number,finishing_position,stage_points
5390,1,Michael McDowell,3832,34,3,8
5390,1,Austin Cindric,4180,2,4,7
5390,1,Austin Dillon,3873,3,5,6
5390,1,Ricky Stenhouse Jr,3888,47,6,5
5390,1,William Byron,4184,24,7,4
5390,1,Ty Gibbs,4368,54,8,3
5390,1,Tyler Reddick,4065,45,9,2
5390,1,Ross Chastain,4001,1,10,1
5390,2,Denny Hamlin,1361,11,1,10
5390,2,Ryan Blaney,4023,12,2,9
5390,2,Martin Truex Jr,3368,19,3,8
5390,2,Todd Gilliland,4231,38,4,7
5390,2,Ryan Preece,4070,41,5,6
5390,2,Brad Keselowski,1816,6,6,5
5390,2,John H. Nemechek,4092,42,7,4
5390,2,William Byron,4184,24,8,3
5390,2,Daniel Hemric,4093,31,9,2
5390,2,Josh Berry,4123,4,10,1
5391,1,Kyle Larson,4030,5,1,10
5391,1,Bubba Wallace,4025,23,2,9
5391,1,Alex Bowman,4045,48,3,8
5391,1,Martin Truex Jr,3368,19,4,7
5391,1,Joey Logano,3859,22,5,6
5391,1,Todd Gilliland,4231,38,6,5
5391,1,Chase Elliott,4062,9,7,4
5391,1,Ross Chastain,4001,1,8,3
5391,1,Josh Berry,4123,4,9,2
5391,1,Ryan Preece,4070,41,10,1
5391,2,Martin Truex Jr,3368,19,1,10
5391,2,Josh Berry,4123,4,2,9
5391,2,Joey Logano,3859,22,3,8
5391,2,Kyle Larson,4030,5,4,7
5391,2,Denny Hamlin,1361,11,5,6
5391,2,Christopher Bell,4153,20,6,5
5391,2,Chris Buescher,3989,17,7,4
5391,2,Bubba Wallace,4025,23,8,3
5391,2,William Byron,4184,24,9,2
5391,2,Tyler Reddick,4065,45,10,1
5397,1,Kyle Larson,4030,5,1,10
5397,1,Bubba Wallace,4025,23,2,9
5397,1,Chase Elliott,4062,9,3,8
5397,1,Chase Briscoe,4228,14,4,7
5397,1,Martin Truex Jr,3368,19,5,6
5397,1,Joey Logano,3859,22,6,5
5397,1,Denny Hamlin,1361,11,7,4
5397,1,William Byron,4184,24,8,3
5397,1,Josh Berry,4123,4,9,2
5397,1,Kyle Busch,454,8,10,1
5397,2,Denny Hamlin,1361,11,1,10
5397,2,Bubba Wallace,4025,23,2,9
5397,2,Kyle Larson,4030,5,3,8
5397,2,Chase Elliott,4062,9,4,7
5397,2,Joey Logano,3859,22,5,6
5397,2,Alex Bowman,4045,48,6,5
5397,2,Chase Briscoe,4228,14,7,4
5397,2,William Byron,4184,24,8,3
5397,2,Ross Chastain,4001,1,9,2
5397,2,Josh Berry,4123,4,10,1
5422,1,Kyle Larson,4030,5,1,10
5422,1,Christopher Bell,4153,20,2,9
5422,1,Denny Hamlin,1361,11,3,8
5422,1,Tyler Reddick,4065,45,4,7
5422,1,Chase Briscoe,4228,14,5,6
5422,1,Ryan Blaney,4023,12,6,5
5422,1,Chase Elliott,4062,9,7,4
5422,1,Michael McDowell,3832,34,8,3
5422,1,William Byron,4184,24,9,2
5422,1,Bubba Wallace,4025,23,10,1
5422,2,Ross Chastain,4001,1,1,10
5422,2,Bubba Wallace,4025,23,2,9
5422,2,Ryan Blaney,4023,12,3,8
5422,2,Erik Jones,4059,43,4,7
5422,2,Chase Briscoe,4228,14,5,6
5422,2,Brad Keselowski,1816,6,6,5
5422,2,Harrison Burton,4217,21,7,4
5422,2,Ricky Stenhouse Jr,3888,47,8,3
5422,2,Ty Gibbs,4368,54,9,2
5422,2,Chase Elliott,4062,9,10,1
5398,1,Austin Cindric,4180,2,1,10
5398,1,Chase Elliott,4062,9,2,9
5398,1,William Byron,4184,24,3,8
5398,1,Ryan Blaney,4023,12,4,7
5398,1,Kyle Busch,454,8,5,6
5398,1,Harrison Burton,4217,21,6,5
5398,1,Christopher Bell,4153,20,7,4
5398,1,Brad Keselowski,1816,6,8,3
5398,1,Tyler Reddick,4065,45,9,2
5398,1,Alex Bowman,4045,48,10,1
5398,2,Joey Logano,3859,22,1,10
5398,2,Austin Cindric,4180,2,2,9
5398,2,Kyle Larson,4030,5,3,8
5398,2,Austin Dillon,3873,3,4,7
5398,2,Ross Chastain,4001,1,5,6
5398,2,Tyler Reddick,4065,45,6,5
5398,2,Chris Buescher,3989,17,7,4
5398,2,Chase Elliott,4062,9,8,3
5398,2,Ryan Preece,4070,41,9,2
5398,2,Ty Gibbs,4368,54,10,1
5399,1,Martin Truex Jr,3368,19,1,10
5399,1,William Byron,4184,24,2,9
5399,1,Tyler Reddick,4065,45,3,8
5399,1,Ryan Blaney,4023,12,4,7
5399,1,Kyle Larson,4030,5,5,6
5399,1,Denny Hamlin,1361,11,6,5
5399,1,Kyle Busch,454,8,7,4
5399,1,Alex Bowman,4045,48,8,3
5399,1,Chase Elliott,4062,9,9,2
5399,1,Ricky Stenhouse Jr,3888,47,10,1
5399,2,Kyle Larson,4030,5,1,10
5399,2,Alex Bowman,4045,48,2,9
5399,2,Denny Hamlin,1361,11,3,8
5399,2,Martin Truex Jr,3368,19,4,7
5399,2,Chase Elliott,4062,9,5,6
5399,2,Kyle Busch,454,8,6,5
5399,2,Tyler Reddick,4065,45,7,4
5399,2,Ryan Blaney,4023,12,8,3
5399,2,Ricky Stenhouse Jr,3888,47,9,2
5399,2,Bubba Wallace,4025,23,10,1
5400,1,Denny Hamlin,1361,11,1,10
5400,1,Ross Chastain,4001,1,2,9
5400,1,Kyle Larson,4030,5,3,8
5400,1,Christopher Bell,4153,20,4,7
5400,1,Chris Buescher,3989,17,5,6
5400,1,Ty Gibbs,4368,54,6,5
5400,1,Martin Truex Jr,3368,19,7,4
5400,1,Kyle Busch,454,8,8,3
5400,1,Noah Gragson,4224,10,9,2
5400,1,Chase Elliott,4062,9,10,1
5400,2,Chris Buescher,3989,17,1,10
5400,2,Kyle Larson,4030,5,2,9
5400,2,Denny Hamlin,1361,11,3,8
5400,2,Kyle Busch,454,8,4,7
5400,2,Martin Truex Jr,3368,19,5,6
5400,2,Ty Gibbs,4368,54,6,5
5400,2,Alex Bowman,4045,48,7,4
5400,2,Tyler Reddick,4065,45,8,3
5400,2,Ross Chastain,4001,1,9,2
5400,2,Noah Gragson,4224,10,10,1
5401,1,Kyle Larson,4030,5,1,10
5401,1,Ty Gibbs,4368,54,2,9
5401,1,Brad Keselowski,1816,6,3,8
5401,1,Tyler Reddick,4065,45,4,7
5401,1,Martin Truex Jr,3368,19,5,6
5401,1,Todd Gilliland,4231,38,6,5
5401,1,Chris Buescher,3989,17,7,4
5401,1,Ryan Blaney,4023,12,8,3
5401,1,William Byron,4184,24,9,2
5401,1,Bubba Wallace,4025,23,10,1
5401,2,Tyler Reddick,4065,45,1,10
5401,2,Brad Keselowski,1816,6,2,9
5401,2,Ty Gibbs,4368,54,3,8
5401,2,Joey Logano,3859,22,4,7
5401,2,Kyle Larson,4030,5,5,6
5401,2,William Byron,4184,24,6,5
5401,2,Chris Buescher,3989,17,7,4
5401,2,Denny Hamlin,1361,11,8,3
5401,2,Bubba Wallace,4025,23,9,2
5401,2,Ross Chastain,4001,1,10,1
5406,1,William Byron,4184,24,1,10
5406,1,Ty Gibbs,4368,54,2,9
5406,1,Alex Bowman,4045,48,3,8
5406,1,Christopher Bell,4153,20,4,7
5406,1,Martin Truex Jr,3368,19,5,6
5406,1,Bubba Wallace,4025,23,6,5
5406,1,Ryan Blaney,4023,12,7,4
5406,1,Brad Keselowski,1816,6,8,3
5406,1,Josh Berry,4123,4,9,2
5406,1,Michael McDowell,3832,34,10,1
5406,2,Christopher Bell,4153,20,1,10
5406,2,William Byron,4184,24,2,9
5406,2,Bubba Wallace,4025,23,3,8
5406,2,Denny Hamlin,1361,11,4,7
5406,2,Brad Keselowski,1816,6,5,6
5406,2,Alex Bowman,4045,48,6,5
5406,2,Chase Elliott,4062,9,7,4
5406,2,Josh Berry,4123,4,8,3
5406,2,Ross Chastain,4001,1,9,2
5406,2,Tyler Reddick,4065,45,10,1
5406,3,Christopher Bell,4153,20,1,10
5406,3,Brad Keselowski,1816,6,2,9
5406,3,William Byron,4184,24,3,8
5406,3,Tyler Reddick,4065,45,4,7
5406,3,Denny Hamlin,1361,11,5,6
5406,3,Ty Gibbs,4368,54,6,5
5406,3,Chase Elliott,4062,9,7,4
5406,3,Ross Chastain,4001,1,8,3
5406,3,Alex Bowman,4045,48,9,2
5406,3,Josh Berry,4123,4,10,1
5407,1,Christopher Bell,4153,20,1,10
5407,1,Michael McDowell,3832,34,2,9
5407,1,Ryan Blaney,4023,12,3,8
5407,1,Austin Cindric,4180,2,4,7
5407,1,Denny Hamlin,1361,11,5,6
5407,1,William Byron,4184,24,6,5
5407,1,Ty Gibbs,4368,54,7,4
5407,1,Tyler Reddick,4065,45,8,3
5407,1,Joey Logano,3859,22,9,2
5407,1,Chase Elliott,4062,9,10,1
5407,2,Christopher Bell,4153,20,1,10
5407,2,Austin Cindric,4180,2,2,9
5407,2,Ryan Blaney,4023,12,3,8
5407,2,Chase Elliott,4062,9,4,7
5407,2,Brad Keselowski,1816,6,5,6
5407,2,Joey Logano,3859,22,6,5
5407,2,Chase Briscoe,4228,14,7,4
5407,2,Carson Hocevar,4326,77,8,3
5407,2,Austin Dillon,3873,3,9,2
5407,2,Denny Hamlin,1361,11,10,1
5408,1,Tyler Reddick,4065,45,1,10
5408,1,Ryan Blaney,4023,12,2,9
5408,1,Kyle Larson,4030,5,3,8
5408,1,Chase Elliott,4062,9,4,7
5408,1,Alex Bowman,4045,48,5,6
5408,1,Michael McDowell,3832,34,6,5
5408,1,Ross Chastain,4001,1,7,4
5408,1,Daniel Suárez,4113,99,8,3
5408,1,Corey LaJoie,4096,7,9,2
5408,1,Todd Gilliland,4231,38,10,1
5408,2,Chris Buescher,3989,17,1,10
5408,2,Ryan Preece,4070,41,2,9
5408,2,Martin Truex Jr,3368,19,3,8
5408,2,Kyle Busch,454,8,4,7
5408,2,AJ Allmendinger,3774,16,5,0
5408,2,Brad Keselowski,1816,6,6,5
5408,2,Erik Jones,4059,43,7,4
5408,2,Todd Gilliland,4231,38,8,3
5408,2,Joey Logano,3859,22,9,2
5408,2,Harrison Burton,4217,21,10,1
5386,1,Ryan Blaney,4023,12,1,0
5386,1,Kyle Larson,4030,5,2,0
5386,1,Daniel Suárez,4113,99,3,0
5386,1,William Byron,4184,24,4,0
5386,1,Josh Berry,4123,4,5,0
5386,1,Joey Logano,3859,22,6,0
5386,1,Corey LaJoie,4096,7,7,0
5386,1,Brad Keselowski,1816,6,8,0
5386,1,Chase Elliott,4062,9,9,0
5386,1,Kyle Busch,454,8,10,0
5386,2,Kyle Larson,4030,5,1,0
5386,2,Josh Berry,4123,4,2,0
5386,2,Chase Elliott,4062,9,3,0
5386,2,Ryan Blaney,4023,12,4,0
5386,2,Bubba Wallace,4025,23,5,0
5386,2,Denny Hamlin,1361,11,6,0
5386,2,Chris Buescher,3989,17,7,0
5386,2,Todd Gilliland,4231,38,8,0
5386,2,Brad Keselowski,1816,6,9,0
5386,2,Justin Haley,4172,51,10,0
5412,1,Christopher Bell,4153,20,1,10
5412,1,Joey Logano,3859,22,2,9
5412,1,Chase Elliott,4062,9,3,8
5412,1,Ryan Blaney,4023,12,4,7
5412,1,Josh Berry,4123,4,5,6
5412,1,Martin Truex Jr,3368,19,6,5
5412,1,Denny Hamlin,1361,11,7,4
5412,1,Ross Chastain,4001,1,8,3
5412,1,Tyler Reddick,4065,45,9,2
5412,1,Alex Bowman,4045,48,10,1
5412,2,Denny Hamlin,1361,11,1,10
5412,2,Martin Truex Jr,3368,19,2,9
5412,2,Joey Logano,3859,22,3,8
5412,2,Christopher Bell,4153,20,4,7
5412,2,Ryan Blaney,4023,12,5,6
5412,2,Todd Gilliland,4231,38,6,5
5412,2,Kyle Larson,4030,5,7,4
5412,2,Josh Berry,4123,4,8,3
5412,2,Chase Elliott,4062,9,9,2
5412,2,Ross Chastain,4001,1,10,1
5409,1,Christopher Bell,4153,20,1,10
5409,1,Denny Hamlin,1361,11,2,9
5409,1,Tyler Reddick,4065,45,3,8
5409,1,Kyle Larson,4030,5,4,7
5409,1,Brad Keselowski,1816,6,5,6
5409,1,Ty Gibbs,4368,54,6,5
5409,1,William Byron,4184,24,7,4
5409,1,Chris Buescher,3989,17,8,3
5409,1,Martin Truex Jr,3368,19,9,2
5409,1,Bubba Wallace,4025,23,10,1
5409,2,Christopher Bell,4153,20,1,10
5409,2,Tyler Reddick,4065,45,2,9
5409,2,Kyle Larson,4030,5,3,8
5409,2,Denny Hamlin,1361,11,4,7
5409,2,Brad Keselowski,1816,6,5,6
5409,2,Chase Elliott,4062,9,6,5
5409,2,Martin Truex Jr,3368,19,7,4
5409,2,Ryan Blaney,4023,12,8,3
5409,2,Chris Buescher,3989,17,9,2
5409,2,Noah Gragson,4224,10,10,1
5410,1,Shane Van Gisbergen,4469,16,1,0
5410,1,Christopher Bell,4153,20,2,9
5410,1,Ty Gibbs,4368,54,3,8
5410,1,Chase Briscoe,4228,14,4,7
5410,1,Kyle Larson,4030,5,5,6
5410,1,Alex Bowman,4045,48,6,5
5410,1,Bubba Wallace,4025,23,7,4
5410,1,Todd Gilliland,4231,38,8,3
5410,1,Tyler Reddick,4065,45,9,2
5410,1,Daniel Suárez,4113,99,10,1
5410,2,Joey Hand,4413,60,1,10
5410,2,Alex Bowman,4045,48,2,9
5410,2,Brad Keselowski,1816,6,3,8
5410,2,Carson Hocevar,4326,77,4,7
5410,2,Martin Truex Jr,3368,19,5,6
5410,2,Noah Gragson,4224,10,6,5
5410,2,Daniel Hemric,4093,31,7,4
5410,2,Ricky Stenhouse Jr,3888,47,8,3
5410,2,Harrison Burton,4217,21,9,2
5410,2,Denny Hamlin,1361,11,10,1
5413,1,Martin Truex Jr,3368,19,1,10
5413,1,Denny Hamlin,1361,11,2,9
5413,1,Tyler Reddick,4065,45,3,8
5413,1,William Byron,4184,24,4,7
5413,1,Chase Elliott,4062,9,5,6
5413,1,Alex Bowman,4045,48,6,5
5413,1,Joey Logano,3859,22,7,4
5413,1,Brad Keselowski,1816,6,8,3
5413,1,Christopher Bell,4153,20,9,2
5413,1,Erik Jones,4059,43,10,1
5413,2,Denny Hamlin,1361,11,1,10
5413,2,Chase Elliott,4062,9,2,9
5413,2,Brad Keselowski,1816,6,3,8
5413,2,William Byron,4184,24,4,7
5413,2,Erik Jones,4059,43,5,6
5413,2,Kyle Larson,4030,5,6,5
5413,2,Alex Bowman,4045,48,7,4
5413,2,Christopher Bell,4153,20,8,3
5413,2,Joey Logano,3859,22,9,2
5413,2,Tyler Reddick,4065,45,10,1
5416,1,Denny Hamlin,1361,11,1,10
5416,1,Kyle Larson,4030,5,2,9
5416,1,Ryan Blaney,4023,12,3,8
5416,1,William Byron,4184,24,4,7
5416,1,Tyler Reddick,4065,45,5,6
5416,1,Michael McDowell,3832,34,6,5
5416,1,Alex Bowman,4045,48,7,4
5416,1,Ty Gibbs,4368,54,8,3
5416,1,Ricky Stenhouse Jr,3888,47,9,2
5416,1,Noah Gragson,4224,10,10,1
5416,2,Bubba Wallace,4025,23,1,10
5416,2,Chase Elliott,4062,9,2,9
5416,2,Denny Hamlin,1361,11,3,8
5416,2,Ryan Blaney,4023,12,4,7
5416,2,John H. Nemechek,4092,42,5,6
5416,2,Tyler Reddick,4065,45,6,5
5416,2,Ricky Stenhouse Jr,3888,47,7,4
5416,2,Martin Truex Jr,3368,19,8,3
5416,2,Christopher Bell,4153,20,9,2
5416,2,Chase Briscoe,4228,14,10,1
5414,1,Christopher Bell,4153,20,1,10
5414,1,Denny Hamlin,1361,11,2,9
5414,1,Martin Truex Jr,3368,19,3,8
5414,1,Joey Logano,3859,22,4,7
5414,1,Bubba Wallace,4025,23,5,6
5414,1,Chase Elliott,4062,9,6,5
5414,1,Austin Dillon,3873,3,7,4
5414,1,Chris Buescher,3989,17,8,3
5414,1,Tyler Reddick,4065,45,9,2
5414,1,Josh Berry,4123,4,10,1
5414,2,Daniel Suárez,4113,99,1,10
5414,2,Christopher Bell,4153,20,2,9
5414,2,Denny Hamlin,1361,11,3,8
5414,2,Joey Logano,3859,22,4,7
5414,2,Austin Dillon,3873,3,5,6
5414,2,Michael McDowell,3832,34,6,5
5414,2,Tyler Reddick,4065,45,7,4
5414,2,Bubba Wallace,4025,23,8,3
5414,2,Carson Hocevar,4326,77,9,2
5414,2,Chase Elliott,4062,9,10,1
5415,1,Ryan Blaney,4023,12,1,10
5415,1,Chase Elliott,4062,9,2,9
5415,1,William Byron,4184,24,3,8
5415,1,Bubba Wallace,4025,23,4,7
5415,1,Chris Buescher,3989,17,5,6
5415,1,Kyle Busch,454,8,6,5
5415,1,Brad Keselowski,1816,6,7,4
5415,1,Martin Truex Jr,3368,19,8,3
5415,1,Alex Bowman,4045,48,9,2
5415,1,Ross Chastain,4001,1,10,1
5415,2,Kyle Busch,454,8,1,10
5415,2,Ross Chastain,4001,1,2,9
5415,2,Ty Gibbs,4368,54,3,8
5415,2,William Byron,4184,24,4,7
5415,2,Austin Dillon,3873,3,5,6
5415,2,Brad Keselowski,1816,6,6,5
5415,2,Martin Truex Jr,3368,19,7,4
5415,2,Erik Jones,4059,43,8,3
5415,2,Cody Ware,4125,15,9,2
5415,2,Ryan Blaney,4023,12,10,1
5418,1,Josh Berry,4123,4,1,10
5418,1,Joey Logano,3859,22,2,9
5418,1,Chris Buescher,3989,17,3,8
5418,1,Austin Cindric,4180,2,4,7
5418,1,Ryan Blaney,4023,12,5,6
5418,1,Todd Gilliland,4231,38,6,5
5418,1,Brad Keselowski,1816,6,7,4
5418,1,Michael McDowell,3832,34,8,3
5418,1,William Byron,4184,24,9,2
5418,1,Kyle Larson,4030,5,10,1
5418,2,Joey Logano,3859,22,1,10
5418,2,Ryan Blaney,4023,12,2,9
5418,2,Brad Keselowski,1816,6,3,8
5418,2,Kyle Larson,4030,5,4,7
5418,2,Todd Gilliland,4231,38,5,6
5418,2,Justin Haley,4172,51,6,5
5418,2,Kyle Busch,454,8,7,4
5418,2,William Byron,4184,24,8,3
5418,2,Chris Buescher,3989,17,9,2
5418,2,Bubba Wallace,4025,23,10,1
5419,1,Kyle Larson,4030,5,1,10
5419,1,Bubba Wallace,4025,23,2,9
5419,1,Chase Briscoe,4228,14,3,8
5419,1,Tyler Reddick,4065,45,4,7
5419,1,Christopher Bell,4153,20,5,6
5419,1,Denny Hamlin,1361,11,6,5
5419,1,Ty Gibbs,4368,54,7,4
5419,1,William Byron,4184,24,8,3
5419,1,Josh Berry,4123,4,9,2
5419,1,Chris Buescher,3989,17,10,1
5419,2,Kyle Larson,4030,5,1,10
5419,2,Chase Briscoe,4228,14,2,9
5419,2,Denny Hamlin,1361,11,3,8
5419,2,William Byron,4184,24,4,7
5419,2,Christopher Bell,4153,20,5,6
5419,2,Ty Gibbs,4368,54,6,5
5419,2,Josh Berry,4123,4,7,4
5419,2,Tyler Reddick,4065,45,8,3
5419,2,Bubba Wallace,4025,23,9,2
5419,2,Brad Keselowski,1816,6,10,1
5411,1,Ryan Blaney,4023,12,1,10
5411,1,Austin Cindric,4180,2,2,9
5411,1,Alex Bowman,4045,48,3,8
5411,1,Joey Logano,3859,22,4,7
5411,1,Ricky Stenhouse Jr,3888,47,5,6
5411,1,Ross Chastain,4001,1,6,5
5411,1,Chase Elliott,4062,9,7,4
5411,1,William Byron,4184,24,8,3
5411,1,Martin Truex Jr,3368,19,9,2
5411,1,Ty Gibbs,4368,54,10,1
5411,2,Austin Cindric,4180,2,1,10
5411,2,Ryan Blaney,4023,12,2,9
5411,2,Alex Bowman,4045,48,3,8
5411,2,Daniel Suárez,4113,99,4,7
5411,2,William Byron,4184,24,5,6
5411,2,Ricky Stenhouse Jr,3888,47,6,5
5411,2,Ross Chastain,4001,1,7,4
5411,2,Chase Elliott,4062,9,8,3
5411,2,Ty Gibbs,4368,54,9,2
5411,2,Christopher Bell,4153,20,10,1
5417,1,Martin Truex Jr,3368,19,1,10
5417,1,Alex Bowman,4045,48,2,9
5417,1,Chase Briscoe,4228,14,3,8
5417,1,Daniel Suárez,4113,99,4,7
5417,1,Austin Cindric,4180,2,5,6
5417,1,Chase Elliott,4062,9,6,5
5417,1,Tyler Reddick,4065,45,7,4
5417,1,Kyle Larson,4030,5,8,3
5417,1,Erik Jones,4059,43,9,2
5417,1,Daniel Hemric,4093,31,10,1
5417,2,Ross Chastain,4001,1,1,10
5417,2,Shane Van Gisbergen,4469,16,2,0
5417,2,Joey Logano,3859,22,3,8
5417,2,Ty Gibbs,4368,54,4,7
5417,2,William Byron,4184,24,5,6
5417,2,Harrison Burton,4217,21,6,5
5417,2,Chase Briscoe,4228,14,7,4
5417,2,Alex Bowman,4045,48,8,3
5417,2,Ryan Preece,4070,41,9,2
5417,2,Denny Hamlin,1361,11,10,1
5429,1,Jesse Love,4463,2,1,10
5429,1,Austin Hill,4133,21,2,9
5429,1,Parker Kligerman,3914,48,3,8
5429,1,Anthony Alfredo,4301,5,4,7
5429,1,Jeb Burton,4018,27,5,6
5429,1,Sheldon Creed,4204,18,6,5
5429,1,John H. Nemechek,4092,20,7,0
5429,1,AJ Allmendinger,3774,16,8,3
5429,1,Justin Allgaier,34,7,9,2
5429,1,Ryan Truex,3952,19,10,1
5429,2,Austin Hill,4133,21,1,10
5429,2,Sammy Smith,4441,8,2,9
5429,2,Sheldon Creed,4204,18,3,8
5429,2,Cole Custer,4104,00,4,7
5429,2,Ryan Sieg,3884,39,5,6
5429,2,Ryan Truex,3952,19,6,5
5429,2,Riley Herbst,4269,98,7,4
5429,2,Justin Allgaier,34,7,8,3
5429,2,AJ Allmendinger,3774,16,9,2
5429,2,Brandon Jones,4085,9,10,1
5433,1,Jesse Love,4463,2,1,10
5433,1,Riley Herbst,4269,98,2,9
5433,1,Sam Mayer,4327,1,3,8
5433,1,Ryan Truex,3952,19,4,7
5433,1,Parker Kligerman,3914,48,5,6
5433,1,AJ Allmendinger,3774,16,6,5
5433,1,Justin Allgaier,34,7,7,4
5433,1,Sheldon Creed,4204,18,8,3
5433,1,Ryan Sieg,3884,39,9,2
5433,1,Sammy Smith,4441,8,10,1
5433,2,Jesse Love,4463,2,1,10
5433,2,Justin Allgaier,34,7,2,9
5433,2,Riley Herbst,4269,98,3,8
5433,2,Ryan Truex,3952,19,4,7
5433,2,Sammy Smith,4441,8,5,6
5433,2,Chandler Smith,4312,81,6,5
5433,2,Cole Custer,4104,00,7,4
5433,2,Austin Hill,4133,21,8,3
5433,2,AJ Allmendinger,3774,16,9,2
5433,2,Sheldon Creed,4204,18,10,1
5431,1,Chandler Smith,4312,81,1,10
5431,1,John H. Nemechek,4092,20,2,0
5431,1,Austin Hill,4133,21,3,8
5431,1,Riley Herbst,4269,98,4,7
5431,1,Cole Custer,4104,00,5,6
5431,1,AJ Allmendinger,3774,16,6,5
5431,1,Justin Allgaier,34,7,7,4
5431,1,Parker Kligerman,3914,48,8,3
5431,1,Ryan Sieg,3884,39,9,2
5431,1,Brandon Jones,4085,9,10,1
5431,2,Chandler Smith,4312,81,1,10
5431,2,John H. Nemechek,4092,20,2,0
5431,2,Riley Herbst,4269,98,3,8
